CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL180911	300856	CHEMBL180911	300856		11	323.45	1.79	100.24	0	CN(C)c1ccc(cc1)C(=O)NCCCCCNC(=O)CS	1902507	IC50	=	6460	nM	5.19			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	439074	CHEMBL889422	B	Inhibition of His-tagged HDAC2 expressed in Sf9 cells by fluorescence-based assay	1	Scientific Literature				Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			36060	CHEMBL1145385	17539623	J. Med. Chem.	2007	50	13	3054	1759	CHEMBL3308860	Sf9
CHEMBL154574	257843	CHEMBL154574	257843		11	163.17	1.31	49.33	0	ONC(=O)\C=C\c1ccccc1	12680991	IC50	=	457	nM	6.34			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	944722	CHEMBL2340968	B	Inhibition of HDAC2 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	72522	CHEMBL2331470	23368884	J. Med. Chem.	2013	56	4	1772			
CHEMBL356769	239841	CHEMBL356769	239841	TUBACIN	15	721.86	7.18	168.45	2	OCc1ccc(cc1)[C@@H]2C[C@H](CSc3oc(c4ccccc4)c(n3)c5ccccc5)O[C@@H](O2)c6ccc(NC(=O)CCCCCCC(=O)NO)cc6	3390033	Ki	=	42	nM	7.38			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	646842	CHEMBL1216983	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	52156	CHEMBL1212811	20139990	Nat. Chem. Biol.	2010	6	3	238			
CHEMBL3427755	1845151	CHEMBL3427755	1845151		3k	271.31	2.57	81	0	COc1ccc(cc1)c2n[nH]c3C(CCCc23)C(=O)N	15255905	Inhibition					Not Active		0	BAO_0000376			1476848	CHEMBL3429771	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			91838	CHEMBL3425433	25971769	Bioorg. Med. Chem. Lett.	2015	25	12	2514			
CHEMBL271102	439215	CHEMBL271102	439215		79a, SB-429201	436.5	5.45	67.43	1	O=C(CCc1ccccc1)Nc2ccc(cc2)C(=O)Nc3ccc(Oc4ccccc4)cc3	2106199	IC50					Not Determined		0	BAO_0000190			464924	CHEMBL946981	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			38494	CHEMBL1142268	18247554	J. Med. Chem.	2008	51	6	1505			
CHEMBL1094708	614707	CHEMBL1094708	614707		4l	422.48	2.97	135.16	0	Nc1ccc(cc1)n2cc(nn2)c3cccc(NC(=O)CCCCCCC(=O)NO)c3	3201425	IC50					Not Determined		0	BAO_0000190			616013	CHEMBL1101057	B	Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			50398	CHEMBL1154884	20055418	J. Med. Chem.	2010	53	3	1347			
CHEMBL1834369	1178413	CHEMBL1834369	1178413		TM-2-126	338.35	4.44	73.22	0	FC(F)(F)c1ccc(CNC(=S)NC(=O)c2ccccc2)cc1	6376235	Inhibition	=	7	%				0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	771822	CHEMBL1838694	B	Inhibition of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL2425953	1581072	CHEMBL2425953	1581072		3a	321.33	2.09	82	0	CC1=Nc2cccc(\C=C\C(=O)NO)c2C(=O)N1c3ccccc3	13451930	IC50	>	10000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	983628	CHEMBL2427283	B	Inhibition of human recombinant HDAC2 expressed in baculovirus/sf9 cells using RHKKAc as substrate	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			74834	CHEMBL2424579	23905680	J. Med. Chem.	2013	56	17	6775			
CHEMBL227120	382032	CHEMBL227120	382032		5	322.4	1.91	93.7	0	CN(C)c1ccc(NC(=O)NCCCCCCC(=O)NO)cc1	1902513	IC50	=	647	nM	6.19			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	439074	CHEMBL889422	B	Inhibition of His-tagged HDAC2 expressed in Sf9 cells by fluorescence-based assay	1	Scientific Literature				Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			36060	CHEMBL1145385	17539623	J. Med. Chem.	2007	50	13	3054	1759	CHEMBL3308860	Sf9
CHEMBL251009	416381	CHEMBL251009	416381		7a	280.32	1.22	98.66	0	ONC(=O)CCCCCC(O)C(=O)Nc1ccccc1	2049522	IC50	=	500	nM	6.3			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	458149	CHEMBL925482	B	Inhibition of HDAC2 in HeLa cell lysates	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	37865	CHEMBL1140532	17892933	Bioorg. Med. Chem. Lett.	2007	17	22	6261			
CHEMBL2417782	1576546	CHEMBL2417782	1576546		8	462.56	3.64	157.88	0	CC(C)(C)OC(=O)Nc1cccc(c1)c2csc(NC(=O)CCCCCCC(=O)NO)n2	13431366	IC50	=	21	nM	7.68			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	977740	CHEMBL2424287	B	Inhibition of His-6-tagged full length HDAC2 (unknown origin) expressed in sf9 cells using carboxyfluorescein (FAM)-labeled acetylated peptide as substrate after 17 hrs by fluorescence-based electrophoretic assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74749	CHEMBL2417402	23627282	J. Med. Chem.	2013	56	16	6297			
CHEMBL2442698	1589225	CHEMBL2442698	1589225		7c	661.7	4.06	173.91	2	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)c5cc6OCOc6cc25	13502671	IC50	=	140	nM	6.85			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	989630	CHEMBL2445174	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	75370	CHEMBL2439983	24095018	Bioorg. Med. Chem.	2013	21	22	6981			
CHEMBL3098606	1609376	CHEMBL3098606	1609376		30	404.46	.89	136.63	0	Cc1ccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)cc1	13867798	IC50	=	93	nM	7.03			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1282240	CHEMBL3102465	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76432	CHEMBL3098008	24345446	Bioorg. Med. Chem. Lett.	2014	24	1	61			
CHEMBL3086767	1604238	CHEMBL3086767	1604238		1, Synthetic SCA, santacruzamate A	278.35	1.9	67.43	0	CCOC(=O)NCCCC(=O)NCCc1ccccc1	13838843	Inhibition					Active		0	BAO_0000376			1276437	CHEMBL3088533	B	Inhibition of human recombinant HDAC2 at 1 uM after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			76042	CHEMBL3085682	24164245	J. Nat. Prod.	2013	76	11	2026			
CHEMBL3086768	1604239	CHEMBL3086768	1604239		3, 1-SAHA hybrid	250.29	.97	78.43	0	ONC(=O)CCCC(=O)NCCc1ccccc1	13838847	Inhibition					Active		0	BAO_0000376			1276437	CHEMBL3088533	B	Inhibition of human recombinant HDAC2 at 1 uM after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			76042	CHEMBL3085682	24164245	J. Nat. Prod.	2013	76	11	2026			
CHEMBL3086768	1604239	CHEMBL3086768	1604239		3, 1-SAHA hybrid	250.29	.97	78.43	0	ONC(=O)CCCC(=O)NCCc1ccccc1	13838873	IC50	=	3.5	nM	8.46			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1276444	CHEMBL3088540	B	Inhibition of human recombinant HDAC2 after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76042	CHEMBL3085682	24164245	J. Nat. Prod.	2013	76	11	2026			
CHEMBL3086767	1604238	CHEMBL3086767	1604238		1, Synthetic SCA, santacruzamate A	278.35	1.9	67.43	0	CCOC(=O)NCCCC(=O)NCCc1ccccc1	13838874	IC50	=	.112	nM	9.95			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1276444	CHEMBL3088540	B	Inhibition of human recombinant HDAC2 after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	76042	CHEMBL3085682	24164245	J. Nat. Prod.	2013	76	11	2026			
CHEMBL556532	559430	CHEMBL556532	559430		1a	239.27	2.83	49.33	0	ONC(=O)\C=C\c1ccc(cc1)c2ccccc2	14570735	IC50	=	820	nM	6.09			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1335247	CHEMBL3238600	B	Inhibition of HDAC2 in human HeLa cells using KI-104 as substrate after 40 mins by fluorescence analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	82343	CHEMBL3232764	24742384	Eur. J. Med. Chem.	2014	79		251			
CHEMBL3309284	1778372	CHEMBL3309284	1778372		27	345.39	1.47	98.73	0	CN1C(=O)C=Cc2cc(ccc12)C(=O)NCCCCCCC(=O)NO	15053558	IC50	=	90	nM	7.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
CHEMBL3309300	1778388	CHEMBL3309300	1778388		43	401.5	2.4	107.52	0	CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@H](CCC(=O)NO)CC3	15053566	IC50	=	25	nM	7.6			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450057	CHEMBL3373319	B	Inhibition of human HDAC2 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90190	CHEMBL3351757	24864038	Bioorg. Med. Chem.	2014	22	14	3720			
CHEMBL3317815	1782454	CHEMBL3317815	1782454		8	511.68	.87	228.11	1	C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](CCCN)NC2=O)\C=C\CCS)n3	15060231	IC50	=	6.3	nM	8.2			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1452234	CHEMBL3366146	B	Inhibition of HDAC2 (unknown origin) incubated at 37 degC for 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90621	CHEMBL3352389	25070421	Bioorg. Med. Chem. Lett.	2014	24	16	3728			
CHEMBL3329622	1788610	CHEMBL3329622	1788610		5	772.03	4.57	278.52	2	CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCSSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n3	15136619	IC50	=	.9	nM	9.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1455096	CHEMBL3366352	B	Inhibition of HDAC2 (unknown origin) incubated for 30 mins in presence of BSA and DTT by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90823	CHEMBL3352121	25147612	ACS Med. Chem. Lett.	2014	5	8	905			
CHEMBL483495	508155	CHEMBL483495	508155		6d	530.41	3.96	129.37	1	ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(CC(O)c3cccc(Br)c3)nn2	2351866	IC50	=	143	nM	6.84			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	556910	CHEMBL954936	B	Inhibition of HDAC2	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			42183	CHEMBL1150413	18494463	J. Med. Chem.	2008	51	12	3437			
CHEMBL471042	521234	CHEMBL471042	521234		12, ST2987	341.32	2.66	116.73	0	ONC(=O)\C=C\c1ccc(\C=N\OCc2ccc(cc2)[N+](=O)[O-])cc1	2409598	IC50	=	2670	nM	5.57			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	565674	CHEMBL960032	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	46441	CHEMBL1153969	19285395	Bioorg. Med. Chem. Lett.	2009	19	8	2346			
CHEMBL1496179	920063	CHEMBL1496179	920063		TM-2-139	288.34	3.7	73.22	0	Fc1ccccc1C(=O)NC(=S)NCc2ccccc2	6376230	Inhibition					Not Active		0	BAO_0000376			771822	CHEMBL1838694	B	Inhibition of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL1496179	920063	CHEMBL1496179	920063		TM-2-139	288.34	3.7	73.22	0	Fc1ccccc1C(=O)NC(=S)NCc2ccccc2	6377078	Activity					Not Active		0	BAO_0000375			771836	CHEMBL1838708	B	Activation of HDAC2 using Fluor-de-Lys as substrate at 10 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL1496179	920063	CHEMBL1496179	920063		TM-2-139	288.34	3.7	73.22	0	Fc1ccccc1C(=O)NC(=S)NCc2ccccc2	6376318	Activity					Not Active		0	BAO_0000375			771829	CHEMBL1838701	B	Activation of HDAC2 using Fluor-de-Lys as substrate at 100 uM by spectrofluorometry	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			59110	CHEMBL1833857	21865040	Bioorg. Med. Chem. Lett.	2011	21	19	5920			
CHEMBL3233687	1732192	CHEMBL3233687	1732192		11e	455.51	4.38	103.45	0	ONC(=O)\C=C\c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4ccccc4)cc1	14573362	Inhibition					Active		0	BAO_0000376			1337867	CHEMBL3240894	B	Inhibition of HDAC2 in human U937 cells assessed as increase of intracellular acetylated histone H3 level at 1 uM after 24 hrs by Western blot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			82316	CHEMBL3232921	24694055	J. Med. Chem.	2014	57	8	3324			
CHEMBL3233687	1732192	CHEMBL3233687	1732192		11e	455.51	4.38	103.45	0	ONC(=O)\C=C\c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4ccccc4)cc1	14570586	IC50	=	535.5	nM	6.27			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1337840	CHEMBL3240668	B	Inhibition of HDAC2 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	82316	CHEMBL3232921	24694055	J. Med. Chem.	2014	57	8	3324			
CHEMBL141909	231664	CHEMBL141909	231664		TWZ 107	328.41	3.25	69.64	0	ON(CCCCCCCC(=O)Nc1ccc2ccccc2c1)C=O	1275490	IC50	=	890	nM	6.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	87875	CHEMBL697297	B	Inhibition of Histone deacetylase 2 (HDAC2) activity of HeLa nuclear extracts	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	6553	CHEMBL1137945	14698179	Bioorg. Med. Chem. Lett.	2004	14	2	449			
CHEMBL1088736	614583	CHEMBL1088736	614583		4g	467.52	2.5	149.6	0	OCc1cc(CO)cc(c1)n2cc(nn2)c3cccc(NC(=O)CCCCCCC(=O)NO)c3	3201394	IC50	=	27.8	nM	7.56			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	616013	CHEMBL1101057	B	Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			50398	CHEMBL1154884	20055418	J. Med. Chem.	2010	53	3	1347			
CHEMBL1213490	685334	CHEMBL1213490	685334	ROMIDEPSIN	2, FK-228	541.72	2.26	208.27	1	C\C=C\1/NC(=O)[C@@H](CS)NC(=O)[C@H](CC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	3389934	Ki	=	.038	nM	10.42			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	646842	CHEMBL1216983	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	52156	CHEMBL1212811	20139990	Nat. Chem. Biol.	2010	6	3	238			
CHEMBL2407734	1572140	CHEMBL2407734	1572140		13a	455.51	2.75	116.88	0	CC(=O)N1C(Cc2ccccc2)C(=O)N=C1NCc3ccc(cc3)C(=O)Nc4ccccc4N	13395014	IC50	=	260	nM	6.59			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	973951	CHEMBL2410098	B	Inhibition of recombinant His-tagged HDAC2 (1 to 488) (unknown origin) using MAL as substrate incubated for 3 hrs prior to substrate addition measured after 60 mins by fluorescence plate reader analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74396	CHEMBL2407081	23829483	J. Med. Chem.	2013	56	15	6156			
CHEMBL408513	435188	CHEMBL408513	435188	BELINOSTAT	PXD101	318.35	1.8	103.88	0	ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc2ccccc2	6370664	Ki	=	22	nM	7.66			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	769058	CHEMBL1832521	B	Competitive inhibition of HDAC2 using KI-104 as substrate by fluorescence assay	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			58940	CHEMBL1828590	21634430	J. Med. Chem.	2011	54	13	4694			
CHEMBL1800379	1161443	CHEMBL1800379	1161443		26	266.34	2.9	116.61	0	Cc1cc(O)nc(SCC(=O)c2cccs2)n1	6283049	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	757634	CHEMBL1804891	B	Inhibition of recombinant HDAC2 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			58268	CHEMBL1800036	21696956	Bioorg. Med. Chem. Lett.	2011	21	14	4164			
CHEMBL1914702	1262141	CHEMBL1914702	1262141		2b	546.54	4.71	233.05	1	ONC(=O)CCCCCCNC(=O)c1cc(on1)c2ccc(NC(=O)c3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2	7921739	IC50	=	780	nM	6.11			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	785884	CHEMBL1921153	B	Inhibition of human recombinant HDAC2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	60081	CHEMBL1914352	21548582	J. Med. Chem.	2011	54	13	4350			
CHEMBL1914702	1262141	CHEMBL1914702	1262141		2b	546.54	4.71	233.05	1	ONC(=O)CCCCCCNC(=O)c1cc(on1)c2ccc(NC(=O)c3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2	7921766	Ratio IC50	=	11.5					0	BAO_0000179			785760	CHEMBL1920780	B	Selectivity ratio of compound IC50 to TSA IC50 for human recombinant HDAC2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			60081	CHEMBL1914352	21548582	J. Med. Chem.	2011	54	13	4350			
CHEMBL1914702	1262141	CHEMBL1914702	1262141		2b	546.54	4.71	233.05	1	ONC(=O)CCCCCCNC(=O)c1cc(on1)c2ccc(NC(=O)c3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2	7921784	Ratio IC50	=	7.8					0	BAO_0000179			785751	CHEMBL1920771	B	Selectivity ratio of compound IC50 to SAHA IC50 for human recombinant HDAC2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC after 60 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			60081	CHEMBL1914352	21548582	J. Med. Chem.	2011	54	13	4350			
CHEMBL1957459	1282990	CHEMBL1957459	1282990		8c	449.57	2.63	118.93	0	CN1CCN(CC1)C(=O)NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4cccs4	8048589	IC50	=	800	nM	6.1			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	807676	CHEMBL1959441	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			61262	CHEMBL1955769	22321215	Bioorg. Med. Chem. Lett.	2012	22	5	1926			
